fid,prow,pcol,grow,gcol,5-12-24_count,5-12-24_sum,5-12-24_mean
"1","1","1","1","1",2951,557.845306396484,0.189036023855129
"2","1","1","1","2",2963,640.697418212891,0.216232675738404
"3","1","1","1","3",2957,708.739166259766,0.239681828292109
"4","1","2","1","1",2961,372.913269042969,0.125941664654836
"5","1","2","1","2",2952,549.978637695312,0.186307126590553
"6","1","2","1","3",2956,597.994201660156,0.202298444404654
"7","1","3","1","1",2948,534.904602050781,0.181446608565394
"8","1","3","1","2",2959,598.00537109375,0.202097117638983
"9","1","3","1","3",2960,634.475250244141,0.214349746704102
"10","1","4","1","1",2957,-42.4850769042969,-0.0143676283071684
"11","1","4","1","2",2959,5.38595581054688,0.00182019459633216
"12","1","4","1","3",2951,16.9749755859375,0.00575227908706794
"13","1","5","1","1",2952,547.304901123047,0.185401389269325
"14","1","5","1","2",2954,652.991760253906,0.221053405637748
"15","1","5","1","3",2963,697.654754638672,0.235455536496346
"16","1","6","1","1",2954,794.440155029297,0.268937087010595
"17","1","6","1","2",2961,904.847076416016,0.30558834056603
"18","1","6","1","3",2955,889.549957275391,0.301032134441757
"19","1","7","1","1",2959,619.498840332031,0.209360878787439
"20","1","7","1","2",2951,670.994720458984,0.227378759897995
"21","1","7","1","3",2958,730.186981201172,0.246851582556177
"22","1","8","1","1",2949,35.2417297363281,0.0119504000462286
"23","1","8","1","2",2961,70.4513244628906,0.0237930849249884
"24","1","8","1","3",2957,80.3477172851562,0.0271720383108408
"25","1","9","1","1",2961,647.283905029297,0.218603142529313
"26","1","9","1","2",2955,777.304962158203,0.263047364520543
"27","1","9","1","3",2952,767.205688476562,0.259893525906695
"28","1","10","1","1",2954,886.630310058594,0.300145670297425
"29","1","10","1","2",2951,988.462890625,0.334958621018299
"30","1","10","1","3",2963,1087.26150512695,0.366946171153207
"31","1","11","1","1",2959,549.923919677734,0.185847894450062
"32","1","11","1","2",2957,733.125457763672,0.247928798702628
"33","1","11","1","3",2955,738.953216552734,0.250068770407017
"34","1","12","1","1",2958,719.108612060547,0.243106359722971
"35","1","12","1","2",2950,703.422058105469,0.238448155289989
"36","1","12","1","3",2959,926.005279541016,0.312945346245696
"37","1","13","1","1",2951,882.206176757812,0.298951601747819
"38","1","13","1","2",2961,1019.9602355957,0.344464787435226
"39","1","13","1","3",2955,1041.39682006836,0.352418551630578
"40","1","14","1","1",2964,984.338195800781,0.332097906815378
"41","1","14","1","2",2951,927.111389160156,0.314168549359592
"42","1","14","1","3",2956,905.947540283203,0.306477517010556
"43","2","1","1","1",2954,645.295501708984,0.218448037139128
"44","2","1","1","2",2956,785.298980712891,0.265662713367013
"45","2","1","1","3",2959,682.986755371094,0.230816747337308
"46","2","2","1","1",2959,598.621398925781,0.202305305483535
"47","2","2","1","2",2960,656.927093505859,0.221934828887115
"48","2","2","1","3",2949,534.509460449219,0.181251088656907
"49","2","3","1","1",2956,671.459503173828,0.227151388083162
"50","2","3","1","2",2953,623.762237548828,0.211230016101872
"51","2","3","1","3",2958,328.827270507812,0.111165405851187
"52","2","4","1","1",2955,-71.06396484375,-0.0240487190672589
"53","2","4","1","2",2962,-29.5650024414062,-0.00998143228946869
"54","2","4","1","3",2954,-65.60302734375,-0.0222082015381686
"55","2","5","1","1",2962,727.598083496094,0.245644187540882
"56","2","5","1","2",2953,674.302429199219,0.228344879512096
"57","2","5","1","3",2957,443.283813476562,0.149909980884871
"58","2","6","1","1",2952,790.133331298828,0.267660342580904
"59","2","6","1","2",2960,762.128784179688,0.257475940601246
"60","2","6","1","3",2958,713.953063964844,0.241363442854917
"61","2","7","1","1",2961,669.152221679688,0.225988592259266
"62","2","7","1","2",2958,720.568481445312,0.243599892307408
"63","2","7","1","3",2952,325.140686035156,0.110142508819497
"64","2","8","1","1",2955,49.4783325195312,0.0167439365548329
"65","2","8","1","2",2954,42.4619445800781,0.0143743888219628
"66","2","8","1","3",2963,91.8519592285156,0.0309996487440147
"67","2","9","1","1",2957,836.909637451172,0.28302659365951
"68","2","9","1","2",2960,884.368286132812,0.298773069639464
"69","2","9","1","3",2956,652.927032470703,0.220881946032038
"70","2","10","1","1",2958,984.242279052734,0.332739107184832
"71","2","10","1","2",2954,963.909454345703,0.326306518058803
"72","2","10","1","3",2958,957.531402587891,0.323709061050673
"73","2","11","1","1",2949,705.782775878906,0.239329527256326
"74","2","11","1","2",2962,757.836700439453,0.255853038635872
"75","2","11","1","3",2956,527.009063720703,0.178284527645705
"76","2","12","1","1",2960,802.137939453125,0.270992547112542
"77","2","12","1","2",2956,878.091705322266,0.297054027510915
"78","2","12","1","3",2955,702.21630859375,0.237636652654399
"79","2","13","1","1",2952,853.636138916016,0.289172133779138
"80","2","13","1","2",2955,888.301727294922,0.300609721588806
"81","2","13","1","3",2961,875.895538330078,0.295810718787598
"82","2","14","1","1",2956,837.465972900391,0.283310545636127
"83","2","14","1","2",2958,790.740997314453,0.26732285237135
"84","2","14","1","3",2956,746.851013183594,0.252655958451825
"85","3","1","1","1",2957,544.742767333984,0.184221429602294
"86","3","1","1","2",2951,629.117614746094,0.213187941289764
"87","3","1","1","3",2959,618.486328125,0.209018698251098
"88","3","2","1","1",2953,323.013122558594,0.109384735035081
"89","3","2","1","2",2960,440.993865966797,0.148984414177972
"90","3","2","1","3",2955,622.6328125,0.210704843485618
"91","3","3","1","1",2963,741.131866455078,0.25012887831761
"92","3","3","1","2",2951,690.121673583984,0.233860275697724
"93","3","3","1","3",2957,724.368591308594,0.24496739645201
"94","3","4","1","1",2954,-14.2109985351562,-0.00481076456843475
"95","3","4","1","2",2954,11.4258728027344,0.00386793256693784
"96","3","4","1","3",2960,-25.2587280273438,-0.00853335406329181
"97","3","5","1","1",2959,608.8271484375,0.205754359052889
"98","3","5","1","2",2957,639.295928955078,0.216197473437632
"99","3","5","1","3",2952,580.281677246094,0.196572383890953
"100","3","6","1","1",2955,521.864318847656,0.176603830405298
"101","3","6","1","2",2954,487.170227050781,0.164918831093697
"102","3","6","1","3",2959,649.642730712891,0.219548067155421
"103","3","7","1","1",2956,666.452972412109,0.225457703793
"104","3","7","1","2",2959,744.007019042969,0.251438668145647
"105","3","7","1","3",2954,750.028228759766,0.253902582518539
"106","3","8","1","1",2961,724.315826416016,0.244618651271873
"107","3","8","1","2",2953,758.963348388672,0.257014340802124
"108","3","8","1","3",2957,791.99462890625,0.26783720964026
"109","3","9","1","1",2952,744.431732177734,0.252178771062918
"110","3","9","1","2",2960,689.040832519531,0.232784065040382
"111","3","9","1","3",2954,778.033294677734,0.263382970439314
"112","3","10","1","1",2961,560.078582763672,0.189151834773277
"113","3","10","1","2",2957,611.348876953125,0.20674632294661
"114","3","10","1","3",2952,659.090057373047,0.223268989625016
"115","3","11","1","1",2956,923.235717773438,0.312326020897645
"116","3","11","1","2",2954,1000.90777587891,0.33883133916009
"117","3","11","1","3",2958,892.411743164062,0.301694301272503
"118","3","12","1","1",2958,901.238403320312,0.30467829726853
"119","3","12","1","2",2958,966.597595214844,0.326774034893456
"120","3","12","1","3",2953,975.398590087891,0.330307683741243
"121","3","13","1","1",2958,968.509338378906,0.327420330756899
"122","3","13","1","2",2956,1052.71447753906,0.356128037056516
"123","3","13","1","3",2956,1034.28375244141,0.349893015034305
"124","3","14","1","1",2953,840.004577636719,0.284458035095401
"125","3","14","1","2",2961,838.940460205078,0.283330111518095
"126","3","14","1","3",2952,789.243743896484,0.267358991834852
"127","4","1","1","1",2960,858.169708251953,0.289922198733768
"128","4","1","1","2",2954,851.600677490234,0.288287297728583
"129","4","1","1","3",2957,766.815673828125,0.259322175795781
"130","4","2","1","1",2953,862.081359863281,0.291934087322479
"131","4","2","1","2",2956,906.718139648438,0.306738206917604
"132","4","2","1","3",2959,828.36572265625,0.279947861661457
"133","4","3","1","1",2955,728.659301757812,0.246585212100783
"134","4","3","1","2",2959,740.879638671875,0.250381763660654
"135","4","3","1","3",2954,492.953582763672,0.166876636006659
"136","4","4","1","1",2953,-94.9096984863281,-0.0321400943062405
"137","4","4","1","2",2956,-79.6544494628906,-0.0269467014421146
"138","4","4","1","3",2959,-98.3642578125,-0.0332423987200068
"139","4","5","1","1",2952,649.814971923828,0.220127023009427
"140","4","5","1","2",2960,590.236785888672,0.199404319556984
"141","4","5","1","3",2956,526.507751464844,0.178114936219501
"142","4","6","1","1",2959,662.627075195312,0.223936152482363
"143","4","6","1","2",2954,728.160736083984,0.246499910658085
"144","4","6","1","3",2959,496.5341796875,0.167804724463501
"145","4","7","1","1",2951,780.214477539062,0.264389860230113
"146","4","7","1","2",2959,752.077209472656,0.254166005229015
"147","4","7","1","3",2957,548.717254638672,0.185565524057718
"148","4","8","1","1",2957,752.000366210938,0.254311926347967
"149","4","8","1","2",2957,767.530090332031,0.259563777589459
"150","4","8","1","3",2955,618.019561767578,0.209143675725069
"151","4","9","1","1",2953,706.098388671875,0.239112221019937
"152","4","9","1","2",2956,773.061187744141,0.261522729277449
"153","4","9","1","3",2959,566.162292480469,0.191335685191101
"154","4","10","1","1",2957,646.872192382812,0.218759618661756
"155","4","10","1","2",2955,559.346649169922,0.189288206148874
"156","4","10","1","3",2956,259.273254394531,0.0877108438411811
"157","4","11","1","1",2959,863.396697998047,0.291786650219009
"158","4","11","1","2",2951,865.96484375,0.293447930786174
"159","4","11","1","3",2961,845.434051513672,0.285523151473716
"160","4","12","1","1",2953,873.176788330078,0.295691428489698
"161","4","12","1","2",2959,916.202392578125,0.309632440884801
"162","4","12","1","3",2954,900.671234130859,0.304898860572397
"163","4","13","1","1",2961,934.649291992188,0.315653256329682
"164","4","13","1","2",2952,901.381652832031,0.305346088357734
"165","4","13","1","3",2957,960.921600341797,0.324965032242745
"166","4","14","1","1",2956,861.665985107422,0.291497288601969
"167","4","14","1","2",2954,882.365692138672,0.298701994630559
"168","4","14","1","3",2958,886.163330078125,0.299581923623436
"169","5","1","1","1",2959,719.831146240234,0.243268383318768
"170","5","1","1","2",2958,791.776306152344,0.267672855359143
"171","5","1","1","3",2952,830.092498779297,0.281196645927946
"172","5","2","1","1",2956,693.490447998047,0.234604346413412
"173","5","2","1","2",2956,754.237121582031,0.2551546419425
"174","5","2","1","3",2957,869.065368652344,0.293901037758655
"175","5","3","1","1",2954,523.048492431641,0.177064486266635
"176","5","3","1","2",2961,535.145385742188,0.18073130217568
"177","5","3","1","3",2952,678.277313232422,0.229768737544858
"178","5","4","1","1",2960,611.532928466797,0.206598962319864
"179","5","4","1","2",2954,650.475677490234,0.220201651147676
"180","5","4","1","3",2958,692.248718261719,0.234025935855889
"181","5","5","1","1",2956,466.7490234375,0.157898857725812
"182","5","5","1","2",2958,418.779876708984,0.141575347095667
"183","5","5","1","3",2957,550.355499267578,0.186119546590321
"184","5","6","1","1",2959,-35.718505859375,-0.012071140878464
"185","5","6","1","2",2957,24.0013427734375,0.0081167882223326
"186","5","6","1","3",2954,66.5306396484375,0.0225222205986586
"187","5","7","1","1",2954,470.562561035156,0.159296736978726
"188","5","7","1","2",2958,777.895446777344,0.262980205130948
"189","5","7","1","3",2959,781.610717773438,0.26414691374567
"190","5","8","1","1",2958,736.424652099609,0.24896032863408
"191","5","8","1","2",2957,749.810089111328,0.253571217149587
"192","5","8","1","3",2956,789.050415039062,0.266931804817004
"193","5","9","1","1",2959,774.329040527344,0.261686056278251
"194","5","9","1","2",2954,735.705596923828,0.249054027394661
"195","5","9","1","3",2961,705.007934570312,0.238097917788015
"196","5","10","1","1",2954,291.854888916016,0.0987998946905943
"197","5","10","1","2",2961,763.962524414062,0.258008282476887
"198","5","10","1","3",2954,778.472106933594,0.263531518934866
"199","5","11","1","1",2958,692.048553466797,0.233958266892088
"200","5","11","1","2",2955,782.508819580078,0.264808399181076
"201","5","11","1","3",2956,768.022827148438,0.259818277113815
"202","5","12","1","1",2953,449.255615234375,0.152135325172494
"203","5","12","1","2",2959,688.521087646484,0.232687086058291
"204","5","12","1","3",2959,605.245178222656,0.204543825016106
"205","5","13","1","1",2958,447.72802734375,0.151361740143256
"206","5","13","1","2",2955,715.309020996094,0.242067350590895
"207","5","13","1","3",2956,878.42578125,0.297167043724628
"208","5","14","1","1",2954,412.737518310547,0.139721570179603
"209","5","14","1","2",2955,446.331024169922,0.151042647773239
"210","5","14","1","3",2962,414.3564453125,0.139890764791526
"211","6","1","1","1",2955,332.393768310547,0.112485200781911
"212","6","1","1","2",2959,304.677612304688,0.102966411728519
"213","6","1","1","3",2953,190.274841308594,0.064434419677817
"214","6","2","1","1",2960,659.321319580078,0.222743689047324
"215","6","2","1","2",2951,622.880828857422,0.211074493004887
"216","6","2","1","3",2959,590.861572265625,0.199682856460164
"217","6","3","1","1",2956,708.980346679688,0.239844501583115
"218","6","3","1","2",2956,694.597869873047,0.234978981689123
"219","6","3","1","3",2957,517.756164550781,0.17509508439323
"220","6","4","1","1",2959,680.519714355469,0.229983005865316
"221","6","4","1","2",2953,652.983154296875,0.221125348559727
"222","6","4","1","3",2955,601.425628662109,0.203528131526941
"223","6","5","1","1",2955,683.620178222656,0.231343545929833
"224","6","5","1","2",2955,624.580078125,0.211363816624365
"225","6","5","1","3",2960,506.610107421875,0.171152063318201
"226","6","6","1","1",2957,18.3702087402344,0.00621244800143198
"227","6","6","1","2",2957,65.5318603515625,0.0221616030948808
"228","6","6","1","3",2953,-32.0799255371094,-0.0108635033989534
"229","6","7","1","1",2958,709.686370849609,0.23992101786667
"230","6","7","1","2",2952,789.782348632812,0.267541446013825
"231","6","7","1","3",2961,523.536743164062,0.176810787964898
"232","6","8","1","1",2956,781.306915283203,0.264312217619487
"233","6","8","1","2",2960,767.470703125,0.259280642947635
"234","6","8","1","3",2953,764.952667236328,0.259042555786091
"235","6","9","1","1",2959,790.139434814453,0.267029210819349
"236","6","9","1","2",2955,756.571838378906,0.256031078977633
"237","6","9","1","3",2953,763.130493164062,0.258425497177129
"238","6","10","1","1",2954,805.194122314453,0.272577563410445
"239","6","10","1","2",2959,748.528228759766,0.252966620060752
"240","6","10","1","3",2956,499.416473388672,0.168950092486019
"241","6","11","1","1",2960,825.041046142578,0.278730083156276
"242","6","11","1","2",2956,794.330383300781,0.268717991644378
"243","6","11","1","3",2952,738.421478271484,0.250142777192237
"244","6","12","1","1",2957,688.490447998047,0.232834104835322
"245","6","12","1","2",2954,690.256774902344,0.233668508768566
"246","6","12","1","3",2961,611.062438964844,0.206370293470059
"247","6","13","1","1",2955,633.70947265625,0.214453290239002
"248","6","13","1","2",2962,423.931854248047,0.1431235159514
"249","6","13","1","3",2949,605.522308349609,0.205331403306073
"250","6","14","1","1",2958,318.365081787109,0.107628492828637
"251","6","14","1","2",2954,373.928833007812,0.126583897429862
"252","6","14","1","3",2955,372.027099609375,0.12589749563769
"253","7","1","1","1",2954,177.480255126953,0.0600813321350552
"254","7","1","1","2",2959,189.151672363281,0.0639241880240896
"255","7","1","1","3",2958,294.986083984375,0.0997248424558401
"256","7","2","1","1",2959,584.184783935547,0.197426422418231
"257","7","2","1","2",2954,556.605224609375,0.188424246651786
"258","7","2","1","3",2956,562.131927490234,0.19016641660698
"259","7","3","1","1",2951,427.334625244141,0.144810106826208
"260","7","3","1","2",2957,505.816986083984,0.171057485993907
"261","7","3","1","3",2961,463.372039794922,0.156491739208011
"262","7","4","1","1",2954,428.4208984375,0.145030771305856
"263","7","4","1","2",2961,507.924987792969,0.17153832752211
"264","7","4","1","3",2952,498.261047363281,0.168787617670488
"265","7","5","1","1",2956,442.436676025391,0.149674112322527
"266","7","5","1","2",2953,566.692230224609,0.191903904579956
"267","7","5","1","3",2961,658.498474121094,0.222390568767678
"268","7","6","1","1",2953,540.061950683594,0.182885862066913
"269","7","6","1","2",2961,629.758941650391,0.212684546318943
"270","7","6","1","3",2956,686.626708984375,0.232282377870222
"271","7","7","1","1",2958,636.701171875,0.21524718454192
"272","7","7","1","2",2954,608.856964111328,0.206112716354546
"273","7","7","1","3",2955,769.011169433594,0.260240666474989
"274","7","8","1","1",2950,600.532867431641,0.203570463536149
"275","7","8","1","2",2959,662.369201660156,0.223849003602621
"276","7","8","1","3",2960,748.783569335938,0.252967422072952
"277","7","9","1","1",2958,31.8167114257812,0.0107561566686211
"278","7","9","1","2",2956,61.685546875,0.0208679116627199
"279","7","9","1","3",2953,76.1563415527344,0.0257894824086469
"280","7","10","1","1",2956,78.8133239746094,0.0266621529007474
"281","7","10","1","2",2951,56.4617614746094,0.0191330943661841
"282","7","10","1","3",2963,65.7232971191406,0.0221813355110161
"283","7","11","1","1",2955,555.952911376953,0.188139733122488
"284","7","11","1","2",2961,644.614898681641,0.217701755718217
"285","7","11","1","3",2953,583.912933349609,0.197735500626349
"286","7","12","1","1",2960,464.124664306641,0.156798873076568
"287","7","12","1","2",2950,555.096221923828,0.188168210821637
"288","7","12","1","3",2957,603.195159912109,0.203988894119753
"289","7","13","1","1",2954,257.423736572266,0.0871441220623783
"290","7","13","1","2",2957,280.670166015625,0.0949172018990954
"291","7","13","1","3",2959,382.313446044922,0.129203597852289
"292","7","14","1","1",2962,844.498138427734,0.285110782723746
"293","7","14","1","2",2952,847.093078613281,0.286955649936748
"294","7","14","1","3",2954,868.049987792969,0.293855784628629
"295","8","1","1","1",2954,676.267028808594,0.228932643469395
"296","8","1","1","2",2955,657.573516845703,0.222529108915636
"297","8","1","1","3",2961,633.863220214844,0.214070658633855
"298","8","2","1","1",2956,291.925262451172,0.0987568546857821
"299","8","2","1","2",2963,249.037292480469,0.0840490355992132
"300","8","2","1","3",2948,124.184783935547,0.042125096314636
"301","8","3","1","1",2958,484.307556152344,0.163728044676249
"302","8","3","1","2",2953,482.751617431641,0.163478366891853
"303","8","3","1","3",2956,299.512298583984,0.101323511022999
"304","8","4","1","1",2956,575.790405273438,0.194787011256237
"305","8","4","1","2",2960,581.265014648438,0.196373315759607
"306","8","4","1","3",2956,450.703704833984,0.152470806777397
"307","8","5","1","1",2963,597.366882324219,0.20160880267439
"308","8","5","1","2",2954,599.055572509766,0.202794709718946
"309","8","5","1","3",2953,365.591613769531,0.123803458777356
"310","8","6","1","1",2951,693.831207275391,0.235117318629411
"311","8","6","1","2",2958,719.600555419922,0.243272669175092
"312","8","6","1","3",2960,726.321166992188,0.245378772632496
"313","8","7","1","1",2958,764.602172851562,0.258486197718581
"314","8","7","1","2",2961,745.077819824219,0.251630469376636
"315","8","7","1","3",2951,688.673645019531,0.233369584893098
"316","8","8","1","1",2957,916.377044677734,0.309900928196731
"317","8","8","1","2",2952,858.170715332031,0.290708236901095
"318","8","8","1","3",2962,568.215057373047,0.191834928215073
"319","8","9","1","1",2956,100.963134765625,0.0341553229924306
"320","8","9","1","2",2962,59.0154113769531,0.0199241766971483
"321","8","9","1","3",2956,56.1515197753906,0.0189957780025002
"322","8","10","1","1",2961,124.259643554688,0.0419654317982734
"323","8","10","1","2",2953,102.940002441406,0.034859465777652
"324","8","10","1","3",2955,81.8007202148438,0.0276821388205901
"325","8","11","1","1",2951,810.142608642578,0.274531551556279
"326","8","11","1","2",2960,694.815124511719,0.234734839362067
"327","8","11","1","3",2959,653.269439697266,0.220773720749329
"328","8","12","1","1",2961,724.9814453125,0.244843446576326
"329","8","12","1","2",2956,577.666198730469,0.195421582791092
"330","8","12","1","3",2953,308.164306640625,0.104356351723882
"331","8","13","1","1",2954,327.463409423828,0.110854234740632
"332","8","13","1","2",2953,274.444366455078,0.092937475941442
"333","8","13","1","3",2964,236.992889404297,0.0799571151836359
"334","8","14","1","1",2954,960.899688720703,0.325287640054402
"335","8","14","1","2",2963,909.808441162109,0.307056510685828
"336","8","14","1","3",2952,932.054565429688,0.315736641405721
"337","9","1","1","1",2959,287.556335449219,0.0971802417875021
"338","9","1","1","2",2950,452.008605957031,0.153223256256621
"339","9","1","1","3",2958,371.176727294922,0.125482328362043
"340","9","2","1","1",2954,183.082214355469,0.0619777299781546
"341","9","2","1","2",2957,172.867279052734,0.0584603581510769
"342","9","2","1","3",2959,173.218566894531,0.0585395629924066
"343","9","3","1","1",2963,375.647155761719,0.126779330327951
"344","9","3","1","2",2952,414.995849609375,0.140581249867674
"345","9","3","1","3",2954,368.540435791016,0.124759795460736
"346","9","4","1","1",2952,584.736785888672,0.198081567035458
"347","9","4","1","2",2953,580.929077148438,0.196725051523345
"348","9","4","1","3",2962,701.980163574219,0.236995328688122
"349","9","5","1","1",2957,196.924652099609,0.0665960947242507
"350","9","5","1","2",2959,382.219055175781,0.12917169826826
"351","9","5","1","3",2952,519.115570068359,0.175852157882236
"352","9","6","1","1",2959,590.470886230469,0.199550823328986
"353","9","6","1","2",2948,728.808715820312,0.247221409708383
"354","9","6","1","3",2961,773.576385498047,0.261255111617037
"355","9","7","1","1",2955,771.846008300781,0.261200002809063
"356","9","7","1","2",2959,793.555816650391,0.268183783930514
"357","9","7","1","3",2957,844.184448242188,0.285486793453564
"358","9","8","1","1",2963,791.251800537109,0.267044144629467
"359","9","8","1","2",2952,893.578033447266,0.30270258585612
"360","9","8","1","3",2953,928.823486328125,0.314535552430791
"361","9","9","1","1",2951,499.955444335938,0.169418991642134
"362","9","9","1","2",2959,717.263397216797,0.24240060737303
"363","9","9","1","3",2957,842.232360839844,0.284826635387164
"364","9","10","1","1",2960,413.891693115234,0.139828274701093
"365","9","10","1","2",2959,919.568939208984,0.3107701720882
"366","9","10","1","3",2948,843.526000976562,0.286135007115523
"367","9","11","1","1",2957,417.551544189453,0.141207826915608
"368","9","11","1","2",2951,752.891235351562,0.255130882870743
"369","9","11","1","3",2961,864.696899414062,0.292028672547809
"370","9","12","1","1",2956,651.265441894531,0.220319838259314
"371","9","12","1","2",2963,659.198059082031,0.222476563983136
"372","9","12","1","3",2952,705.576446533203,0.239016411427237
"373","9","13","1","1",2960,779.635559082031,0.263390391581767
"374","9","13","1","2",2954,764.466735839844,0.258790364197645
"375","9","13","1","3",2953,788.306549072266,0.266951083329585
"376","9","14","1","1",2951,774.456024169922,0.262438503615697
"377","9","14","1","2",2961,791.871002197266,0.26743363802677
"378","9","14","1","3",2955,770.160430908203,0.260629587447784
"379","10","1","1","1",2962,846.722198486328,0.285861647024419
"380","10","1","1","2",2956,798.893890380859,0.270261803241157
"381","10","1","1","3",2953,591.783447265625,0.200400761011048
"382","10","2","1","1",2952,755.950561523438,0.2560808135242
"383","10","2","1","2",2953,706.513519287109,0.23925280030041
"384","10","2","1","3",2964,500.315399169922,0.168797368140999
"385","10","3","1","1",2954,567.682983398438,0.192174334258103
"386","10","3","1","2",2962,480.000793457031,0.162052934995622
"387","10","3","1","3",2953,249.0078125,0.0843236750761937
"388","10","4","1","1",2956,765.519073486328,0.258971269785632
"389","10","4","1","2",2953,769.923248291016,0.260725786756185
"390","10","4","1","3",2958,689.270782470703,0.23301919623756
"391","10","5","1","1",2950,511.584930419922,0.173418620481329
"392","10","5","1","2",2961,728.458160400391,0.246017615805603
"393","10","5","1","3",2958,415.979187011719,0.140628528401528
"394","10","6","1","1",2962,780.474792480469,0.263495878622711
"395","10","6","1","2",2954,705.57763671875,0.238854988733497
"396","10","6","1","3",2955,657.876647949219,0.222631691353374
