"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","germplasmEntryNumber","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Grain weight - g|CO_350:0005123","Heading - %|CO_350:0005127","notes"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","91974","PI287398","FM356,Z-202.AVE664x60","","plant","722117","Cornell_WinterOatFounders_2024_GH_53_plant_1","1","1","53","","","test","","4.57","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","95683","WALDLER_HAFER_A","","","plant","722169","Cornell_WinterOatFounders_2024_GH_54_plant_1","1","1","54","","","test","","9.48","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","93535","WESTFINNISCHER_SCHWARZ","","","plant","722163","Cornell_WinterOatFounders_2024_GH_55_plant_1","1","1","55","","","test","","3.84","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","98215","ROTENBURGER_SCHWARZHAFER","","","plant","722138","Cornell_WinterOatFounders_2024_GH_56_plant_1","1","1","56","","","test","","10.98","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","86483","POTATO|PI289586","03C0700815,03C0701088,82,82PI289586,AA 010,AA 396,AA 397,AA 400,AA 401,Avoine Patate,Barley Oat,C7-0815,CANA,Canadian 601,Canadian (Potato),Canadian (Stanton, 1955),Canadisher,CAP 0272,DDRGAT AVE 0971,GBR005 00310,GBR005 01242,GBR005 01305,GBR005 01306,GBR005 01307,GBR005 01309,GBR005 01310,GBR011 1242,GBR011 1305,GBR011 1306,GBR011 1307,GBR011 1309,GBR011 1310,GBR011 1865,GBR011 310,HUN003:019384,HUN003 0400560,HUN003 0400561,HUN003:0401336,Kanadischer,Kartoffel,NODB 446,POL003 51202,POTA,Potato,Potato 2,Potato 27/22,Potato 34/22,Potato Oat,RCAT011394,RCAT012163,RCAT012711,RL 326,RL 866,Washington No. 761","","plant","722116","Cornell_WinterOatFounders_2024_GH_57_plant_1","1","1","57","","","test","","3.34","0",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","87149","SANDY|PI289589","89PI289589","","plant","722124","Cornell_WinterOatFounders_2024_GH_58_plant_1","1","1","58","","","test","","4.54","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","88486","PI289840","","","plant","722160","Cornell_WinterOatFounders_2024_GH_59_plant_1","1","1","59","","","test","","11.26","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","86935","WINTER_TURF|CIAV2292","CI2292","","plant","722128","Cornell_WinterOatFounders_2024_GH_5_plant_1","1","1","5","","","test","","4.91","0",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","85448","SEGER|PI306405","Seger,Seger I,Sejr,Sieger,Siegeshafer,Siegeshafer (Austria),Svalofs Seger,Victory,Voitto","","plant","722165","Cornell_WinterOatFounders_2024_GH_60_plant_1","1","1","60","","","test","","6.59","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","87836","PI320204","","","plant","722130","Cornell_WinterOatFounders_2024_GH_61_plant_1","1","1","61","","","test","","10.02","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","85443","KABARDINEC|PI326240","Cz-93,Kabardinec,Kabardinetz,Kabordiner,RL557,WIR10872PI326240","","plant","722173","Cornell_WinterOatFounders_2024_GH_62_plant_1","1","1","62","","","test","","4.9","0",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","94160","TRISPERMIR","FM442,PI338517,Trispermir","","plant","722166","Cornell_WinterOatFounders_2024_GH_63_plant_1","1","1","63","","","test","","1","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","91389","APAK","Apak,Y-2","","plant","722114","Cornell_WinterOatFounders_2024_GH_64_plant_1","1","1","64","","","test","","7.34","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","89263","PI344818","24,FM314","","plant","722119","Cornell_WinterOatFounders_2024_GH_65_plant_1","1","1","65","","","test","","6.56","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","89021","PI344827","33.,FM486","","plant","722188","Cornell_WinterOatFounders_2024_GH_66_plant_1","1","1","66","","","test","","8.85","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","86664","PI344831","37.,FM490","","plant","722170","Cornell_WinterOatFounders_2024_GH_67_plant_1","1","1","67","","","test","","9.87","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","87274","PI365615","FM360","","plant","722181","Cornell_WinterOatFounders_2024_GH_68_plant_1","1","1","68","","","test","","10.95","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","85979","PI365616","FM361","","plant","722199","Cornell_WinterOatFounders_2024_GH_69_plant_1","1","1","69","","","test","","9.77","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","92774","AWNLESS_CURLED","AWNL,Awnless Culred,Cornell No. 2","","plant","722180","Cornell_WinterOatFounders_2024_GH_6_plant_1","1","1","6","","","test","","6.84","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","89429","PI365619","FM363","","plant","722143","Cornell_WinterOatFounders_2024_GH_70_plant_1","1","1","70","","","test","","11.22","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","85586","PI365621","FM365","","plant","722196","Cornell_WinterOatFounders_2024_GH_71_plant_1","1","1","71","","","test","","10.67","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","88854","PI365622","FM366","","plant","722146","Cornell_WinterOatFounders_2024_GH_72_plant_1","1","1","72","","","test","","8.59","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","92914","ANKARA84","03C0701596,Ankara 84,Ankara84,FM641,PI406700","","plant","722144","Cornell_WinterOatFounders_2024_GH_73_plant_1","1","1","73","","","test","","6.61","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","92916","CAV2980","","","plant","722194","Cornell_WinterOatFounders_2024_GH_74_plant_1","1","1","74","","","test","","8.03","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","91362","CAV3163","","","plant","722190","Cornell_WinterOatFounders_2024_GH_75_plant_1","1","1","75","","","test","","9.24","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","95068","CAV3088","","","plant","722123","Cornell_WinterOatFounders_2024_GH_76_plant_1","1","1","76","","","test","","9.92","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","96189","CAV3224","","","plant","722135","Cornell_WinterOatFounders_2024_GH_77_plant_1","1","1","77","","","test","","11.12","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","92015","CAV2154","","","plant","722161","Cornell_WinterOatFounders_2024_GH_78_plant_1","1","1","78","","","test","","0","0",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","85165","PI436098","","","plant","722127","Cornell_WinterOatFounders_2024_GH_79_plant_1","1","1","79","","","test","","9.4","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","84811","WINTER_TURF|CIAV2677","CI2677","","plant","722159","Cornell_WinterOatFounders_2024_GH_7_plant_1","1","1","7","","","test","","7.13","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","95528","PA7606-51","","","plant","722191","Cornell_WinterOatFounders_2024_GH_80_plant_1","1","1","80","","","test","","5.89","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","86474","PA7409-125|PI504613","Pa7409-125","","plant","722162","Cornell_WinterOatFounders_2024_GH_81_plant_1","1","1","81","","","test","","10.05","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","95633","PA7603-7","PI508537","","plant","722185","Cornell_WinterOatFounders_2024_GH_82_plant_1","1","1","82","","","test","","4.5","0",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","92431","KARCAGI","03C0700401,C7-0401H,Cz-15,HUN003:008379,HUN003:016563,I-6-5,Karcagi,Karcagi (grey) Cz- 15,Karcagi oszizab,Karcagi ?szizab,RCAT010893,RCAT011914,RCAT012484,RL 480,RL No. 480","","plant","722189","Cornell_WinterOatFounders_2024_GH_83_plant_1","1","1","83","","","test","","9.82","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","96390","GRAY_OAT","AA 044,AA 256,AA 257,BEL001 072,California No. 1039,California No. 1055,CAP 0794,CC 6124B,CC 6128,CC 7080,DEU001 051451,Dum Grey Winter,Dun Winter,Dun Winter Oat,Garton Nr.2,GBR005 00005,GBR005 01417,GBR005 01644,GBR005 01645,GBR011 1417,GBR011 1644,GBR011 1645,GBR011 5,Gray,Gray Oat,GRAYPI55521,Gray Winter,Grey winter,Greywinter,Grey Winter,Grey Winter Oat N2,Grise,GRISE,HUN003 0401328,NLD037 3569,NLD037 3578,NLD037 3579,NODB 730,POL003 50455,POL003 51535,RCAT012155,RCAT012292,RCAT013424,RL 83,Virginia Gray,Virginia Gray Winter,Virginia Grer Winter,Virginia Grey Winter,Virginia Grey Winter (Tochigi),Winter Turf","","plant","722136","Cornell_WinterOatFounders_2024_GH_84_plant_1","1","1","84","","","test","","9.21","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","93842","PENNLINE40","GP-55,PA 8115-40,Pennline 40","","plant","722142","Cornell_WinterOatFounders_2024_GH_85_plant_1","1","1","85","","","test","","7.62","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","91909","PA8014-1356","PI555731","","plant","722167","Cornell_WinterOatFounders_2024_GH_86_plant_1","1","1","86","","","test","","5.26","0",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","90882","PA7617-3658","","","plant","722192","Cornell_WinterOatFounders_2024_GH_87_plant_1","1","1","87","","","test","","5.4","0",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","93162","PA7617-3534","PI555734","","plant","722198","Cornell_WinterOatFounders_2024_GH_88_plant_1","1","1","88","","","test","","8.86","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","91806","PA7617-3633","PI555735","","plant","722179","Cornell_WinterOatFounders_2024_GH_89_plant_1","1","1","89","","","test","","1.3","0",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","89091","RADNORSHIRE_SPRIG|CIAV3219","1103-1927,AA 469,Black Cornish,Black Sprig,Black Welsh Sprig,Cornish,GBR005 00274,GBR005 00277,GBR005 00282,GBR005 00307,GBR011 1388,GBR011 274,GBR011 277,GBR011 282,GBR011 307,GBR011 311,Old Cornish,Radnerspring,Radnorshire Sprig,Raduor Sprig,Sparable","","plant","722200","Cornell_WinterOatFounders_2024_GH_8_plant_1","1","1","8","","","test","","8.65","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","91617","PA7617-3460","PI555736","","plant","722139","Cornell_WinterOatFounders_2024_GH_90_plant_1","1","1","90","","","test","","1.07","0",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","95541","PA8019-1","PI555737","","plant","722197","Cornell_WinterOatFounders_2024_GH_91_plant_1","1","1","91","","","test","","1.67","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","93659","PA8014-840","","","plant","722149","Cornell_WinterOatFounders_2024_GH_92_plant_1","1","1","92","","","test","","8.29","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","89401","28C2","","","plant","722140","Cornell_WinterOatFounders_2024_GH_93_plant_1","1","1","93","","","test","","6.77","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","93163","SEGETAL","","","plant","722193","Cornell_WinterOatFounders_2024_GH_94_plant_1","1","1","94","","","test","","7.74","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","85487","WINTER_TURF|PI74439","CI2402","","plant","722187","Cornell_WinterOatFounders_2024_GH_95_plant_1","1","1","95","","","test","","1.84","0",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","85003","BLACK_MESDAG|PI93284","03C0700841,AA 077,Avoine Noire de Mesdag,BGR7958,Black Mesdag,Black Mesdag 1 (Single plant selection),Black Mesdago,BLACK_MESDAGO,Black President,BM,BMES,C7-0841,GBR011 1262,Hafer 101,HAFER101,Improved Black President,Mesdag,Mesdag 1467,Mesdak,NODB 179,NODB 180,O.S. 57,President,RCAT013299,RL 308,RL 394,RL 784","","plant","722122","Cornell_WinterOatFounders_2024_GH_96_plant_1","1","1","96","","","test","","7.23","100",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6759","Cornell_WinterOatFounders_2024_GH","96 winter oat founders for genotyping and single plant seed increase","CRD","","","","yes","yes","2024-March-20","","82","Ithaca, NY","96867","WINTOK","03C0700290,03C0800016,AA 188,AA 374,BGR8126,CAP 2036,CAP 2038,CC 4993,CI3424,DEU001 28705,DEU001 53977,Early Wintok,GBR005 00077,GBR005 01556,GBR005 01708,GBR011 1556,GBR011 1708,GBR011 77,HUN003 0401123,HUN003 0401373,IL951241,NLD037 3893,Oklahoma No. 1-32-1446,OKLAHOMA_NO1-32-1446,RCAT012519,RL 98,Stillwater No. 492826,WIHA 10/78,Wintok,Wintok 5847,Wintok C.I. 5849,Wintok Selection","","plant","722157","Cornell_WinterOatFounders_2024_GH_9_plant_1","1","1","9","","","test","","6.12","100",""
