"plot","block","Entry","Name","Pedigree"
720,2,357,"TX19CAS0057","TX14OCS5003/LA07023SBS-FS5-Ab1"
721,2,225,"TX14OCS5069","TX02U7605//FL115-J2"
722,2,439,"Savage (TX14OCS5212)","FL0115-J4/TX02U7047"
723,2,290,"FLLA16166-79","TX09CS065 / FL0720-R6"
724,2,442,"LA13003SBSBS33-1-1","BW832/HZN306"
725,2,26,"FL1035-2","UPF98H2000-4/FL03254-L1"
726,2,269,"FLLA17077-4","LA10001SSBS-20 / NC12-3447"
727,2,415,"TX20CAS1063","TX15OCS6138/TX07CS1228"
728,2,283,"FLLA17047-55","LA09015SBS-U1 / LA16067,F1 (LA07059SBSBSB-44 / NC12-3578)"
729,2,49,"LA03060SBSBSB-S1","TX96M1398/LA9339"
730,2,196,"TX02U 7473","TX94Ab343/TAMO386ERB"
731,2,289,"FLLA16137-1","LA99016 / LA15101,F1,(LA08084BS-T2 / LA99016)"
732,2,348,"TX19CAS0002","LA09030SBS-U3-AB1/TX07CS1948//UFGS 1050 64-1"
733,2,35,"FLORIDA 502",NA
734,2,249,"FL13110-68","LA06071-SBSB-S10 (UFRGS046048-1/TX02U7605)/BW 08-19)/LA08043SBSBS-4 (LA03046SBS7-B-S1/LA97006GSB-59-2-4)"
735,2,320,"LA17008SBSS-59-1","BW 08-5 / LA16160,F1 (SD110304 / TX14OCS5212)"
736,2,213,"TX14OCS5014","TX08Cas 1840//NF27"
737,2,424,"LA17017SBSS-16-1","FL0720-R6 / LA10001SSBS-20"
738,2,235,"FLLA11019S-8","FL0564-Ab13 / LA06071SBSB-S1"
739,2,137,"NC12-3742","NC02-7989 / SC961246 // Gerard 224"
740,2,278,"FLLA17158-4","FL0720-R6 / LA10041SSBS-80"
741,2,264,"FLLA17055-63","LA09015SBS-U4 / LA10001SSBS-20"
742,2,452,"TX18OCS9100","LA09013SBSBU6-AB1TX09CS1029"
743,2,170,"NC14-1787","Wintok / Caballo"
744,2,363,"SCLA17080SBS-4-2","LA10001SSBS-20 / MN2013BT1021-1-2"
745,2,238,"FL11017-7","FL0555-Ab3/FL1045 F1 (IL 02-8011/FL03117-L5(UFRGS B017108-2-5/Bw1000))"
746,2,180,"NC14-1977","Gerard 229 / Rodgers"
747,2,419,"TX20CAS1080","TX14OCS5208/TX09CS031//TX15OCS6137"
748,2,10,"FL0047-J9","Horizon 474/TX97C1168"
749,2,11,"FL0115-J2","FL97AB15-A5-B6/TX97C1130"
750,2,404,"TX20CAS1006","TX07CS1948/TX15OCS6039"
751,2,244,"FL13084-8","LA08092SBSBS-17 (UFRGS 057023-4/TAMO405)/BW 08- 31"
752,2,423,"LA17009SBSS-53-1","BW 08-5 / MN11211 (SA081654)2"
753,2,94,"LA08039SBSBS-5-S1","LA02065SBSBSB-S2/LA99017"
754,2,127,"LA10044-4","LA97006GSB-59-2-4-SBS1/FL0522-FLID-B-S-B-S-92-S1"
755,2,403,"FLLA16056-25","LA06059SBSBSB-46 / LA15120,F1,(TX09CS049 / LA07065SBSBSB-32)"
756,2,120,"LA09078SBS-U5","UFRGS 046054-2/MN06120"
757,2,377,"FLLA17051-20","LA09015SBS-U1 / LA16067,F1 (LA07059SBSBSB-44 / NC12-3578)"
758,2,315,"LA17089SBS-25-2","LA10041SSBS-80 / LA99017"
759,2,182,"NC14-1989","SS76-40 / NC05-5455"
760,2,80,"LA07048SBSB-28","LA98002SBS-64  /  LA99017"
761,2,3,"BROOKS","Carolee/Fulgrain/6/Fulgrain/5/CI 5106//Hajira/Joanette/4/ Atlantic/Clinton/Santa Fe/3/CI 2455"
762,2,279,"FLLA17017-69","FL0720-R6 / LA16048,F1 (HZN 306  / TX14OCS5212)"
763,2,114,"LA09028SBS-U2","HZN270/LA08014,F1(BW5-33 / IL00-8279)"
764,2,382,"FLLA17069-73","LA09015SBS-U4 / LA99016"
765,2,394,"FLLA17017-70","FL0720-R6 / LA16048,F1 (HZN 306  / TX14OCS5212)"
766,2,327,"LA17110SBSS-16-1","LA99016 / LA09015SBS-U1"
767,2,106,"LA08086BS-T2","UFRGS 046050-4/FL0016-H4"
768,2,204,"TX07CS2765","Horizon 321//TAMO 406"
769,2,333,"FLLA17069-44","LA09015SBS-U4 / LA99016"
770,2,301,"TX20CAS1021","FLO522/TX07CS2783//TAMO405/LA9339(PS)///LA05011GSBS-30/TX02D079"
771,2,361,"TX19CAS0073","LA08085BS-T4/TX02D079"
772,2,59,"LA06009SBSBSB-24-S","LA02030-S-B-5-S2/LA99016"
773,2,376,"FLLA17032-41","HZN 306  / LA16188,F1 (UFRGS 087045-3 / MN11140)"
774,2,63,"LA06059SBSBSB-16-S","TAMO 405/LA99016"
775,2,322,"LA17075SBSS-24-1","LA10001SSBS-20 / LA10041SSBS-80"
776,2,36,"Fulgrain","Big Boy (unknown/unknown)/Navarro (sel. From North American landrace/sel. From North American landrace)"
777,2,143,"NC12-3963","NC03-2421 / SS76-40"
778,2,259,"FL13126-69","BW 837/LA06014SBSBSBSB-34 (LA02079-S-B-69-S2/LA05006,F1(LA9339/TAMO 405))"
779,2,257,"FL13125-17","BW 08-1/LA07004SBSBSBS-5 (FL0121FSBSBSB-S3/LA02079-S-B-69-S2)"
780,2,435,"LA17130SBSS-27-1","MN11211 (SA081654)2 / LA16022,F1 (CANTARA / BW 823)"
781,2,308,"TX20CAS1071","TAMO411/TX14OCS5189//TX15OCS6040"
782,2,349,"TX19CAS0004","LA07005SBSBSB12/TXO7CS1948"
783,2,203,"TX07CS2652","Harrison//TAMO 406"
784,2,391,"FLLA17158-11","FL0720-R6 / LA10041SSBS-80"
785,2,386,"FLLA17088-66","LA10044SSBS-1 / LA10001SSBS-20"
786,2,179,"NC14-1974","Gerard 229 / Rodgers"
787,2,166,"NC14-1747","Gerard 224 / NC03-5579N"
788,2,340,"FLLA17081-23","LA10041SSBS-80 / LA16165,F1 (TX09CS065 / BW 08-5)"
789,2,416,"TX20CAS1074","TX14OCS5208/TX09CS031//TX15OCS6137"
790,2,303,"TX20CAS1025","FLO522/TX07CS2783//TAMO405/LA9339(PS)///LA05011GSBS-30/TX02D079"
791,2,351,"TX19CAS0020","TX07CSC1948/LA07005SBSBSB12"
792,2,274,"FLLA17111-1","LA99017 / LA09015SBS-U1"
793,2,21,"FL0941-U1","LA04014S-L1 (LA99017SBSB-46/LA833-99AB118)/F1 FL0853 (FL0746 F1(FL0105FSBSBS20-B-S1(TX97C1168/IA 91462-45-1-6)/QR1860BSB-S2 (UFRGS921260 / X8204-1))/FL0206FSB-34-S1-B-S1(UFRGS 995088-3/LA9535D118-4))"
794,2,136,"NC12-3578","SS76-40 / NC02-7989 // LA98105B"
795,2,39,"Harrison","Coker 234/74C70//Florida 502"
796,2,147,"NC14-1482","NC02-456 / SS76-40"
797,2,275,"FLLA17119-74","MN11211 (SA081654)2 / NC12-3447"
798,2,215,"TX14OCS5018","NF27//TX07CS1805"
799,2,261,"FLLA17025-4","HZN 306  / LA10041SSBS-80"
800,2,82,"LA07048SBSB-5","LA98002SBS-64  /  LA99017"
801,2,406,"TX20CAS1035","TX14OCS5086/LA14036S"
802,2,232,"TX14OCS5182","Plot Spike//TX07CS425"
803,2,300,"TX20CAS1014","TX07CS1948/TX15OCS6039"
804,2,426,"LA17031SBSS-77-1","HZN 306  / LA16049,F1 (HZN 306  / UFRGS 087045-3)"
805,2,226,"TX14OCS5070","FLO115-J2//TX02U7682"
806,2,53,"LA04004SBSB-7-B-S1","LA97006GBS-30-1-C/LA90113-1-B3-AFL2-1-19-3-1"
807,2,450,"TX17OCS8075","LA05006GSBS-65-S1/TX10CAS279"
808,2,295,"FLLA16102-76","LA10008SSBS-21 / NC09-4274N"
809,2,263,"FLLA17051-2","LA09015SBS-U1 / LA16067,F1 (LA07059SBSBSB-44 / NC12-3578)"
810,2,335,"FLLA17069-65","LA09015SBS-U4 / LA99016"
811,2,421,"LA16179SSBSS-22-1","TX14OCS5212 / LA15044,F1,(HZN 306 (LA05006) / LA08048SBSBS-15)"
812,2,354,"TX19CAS0047","LA08085BS-T4//LA06071SBSB-S10/TAMO606"
813,2,129,"LA97006GSB-59-2-4-SBS1","TAMO 405/LA99016"
814,2,399,"FLLA17035-69","LA08084SBSBS-15 / LA10041SSBS-80"
815,2,350,"TX19CAS0017","TX07CS1948/LA08051BS-T2//TX14OCS5189"
816,2,2,"BOB","Nora/Florida 501"
817,2,251,"FL13113-69","FL0858-S2-Ab1 (LA04013SBSB-S3(99012SBS-23-S/UFRGS995080-1)/FL0047-J2(Horizon 474/TX97C1168))/BW 08-5"
818,2,387,"FLLA17100-5","LA10044SSBS-1 / LA16095,F1 (LA09015SBS-U2 / TX14OCS5212)"
819,2,344,"FLLA17149-30","NC12-3447 / LA09015SBS-U1"
820,2,284,"FLLA17059-4","LA09015SBS-U4 / NC12-3447"
821,2,60,"LA06046-N2-Ab3","P973A38-3-6/LA90105-C4-1-1-1-2-1"
822,2,230,"TX14OCS5112","TX02U7227//TX08CS2235"
823,2,392,"FLLA17158-18","FL0720-R6 / LA10041SSBS-80"
824,2,146,"NC13-6589","NC01-3981/WN10B//NC01-3981"
825,2,89,"LA08016SBSBS-44-S1","BW5-33/UFRGS046048-1"
826,2,112,"LA09016SBS-U6","FL0210-J1/UFRGS 046050-4"
827,2,254,"FL13123-54","FL06082-N6-Ab1 (TAMO 406/FL99175-H5 (TX93AB693/Plot Spike LA9339))/Bw 13"
828,2,282,"FLLA17035-50","LA08084SBSBS-15 / LA10041SSBS-80"
829,2,427,"LA17067SBSS-26-1","LA09015SBS-U4 / LA10001SSBS-20"
830,2,443,"LA15015SB-S50","BW08-5/HZN306(LA05006)"
831,2,302,"TX20CAS1024","FLO522/TX07CS2783//TAMO405/LA9339(PS)///LA05011GSBS-30/TX02D079"
832,2,189,"TAMO 405","unknown (single vol. plant sel.)"
833,2,365,"SCLA16032SSBS-7-1","FL0720-R6 / LA99017"
834,2,258,"FL13126-57","BW 837/LA06014SBSBSBSB-34 (LA02079-S-B-69-S2/LA05006,F1(LA9339/TAMO 405))"
835,2,245,"FLLA09015-U4","FL0210-J1/MN06023"
836,2,76,"LA07033SBSB-2","LA02076SBSBSB-S2  /  LA98002---84-2-S1-B-S1"
837,2,126,"LA09103SBS-U5","LA97006GSB-59-2-4/UFRGS08708-4"
838,2,366,"SCLA17048SBS-4-2","LA08084SBSBS-15 / LA10044SSBS-1"
839,2,164,"NC14-1686","Gerard 224 / NC02-8057"
840,2,13,"FL03146BSB-S1-B-S1","TAMO 405/HZN 474"
841,2,418,"TX20CAS1079","TX14OCS5208/TX09CS031//TX15OCS6137"
842,2,441,"FLLA17020-55","FL0720-R6/LA16098,F1(LA09103SBS-U5/LA99017)"
843,2,292,"FLLA16056-4","LA06059SBSBSB-46 / LA15120,F1,(TX09CS049 / LA07065SBSBSB-32)"
844,2,375,"FLLA17029-75","HZN 306  / LA16044,F1 (HZN 306  / FL0720-R6)"
845,2,61,"LA06058SBS-32-S1","LA9339/TAMO 405"
846,2,279,"FLLA17017-69","FL0720-R6 / LA16048,F1 (HZN 306  / TX14OCS5212)"
847,2,299,"TX20CAS1013","TX07CS1948/TX15OCS6039"
848,2,155,"NC14-1554","NC3981-4 / WT1"
849,2,184,"Ozark","Florida 167 (Bond/Fulghum)/6-81-3 (unknown/unknown)"
850,2,268,"FLLA17074-47","LA10001SSBS-20 / MN2013BT1020-1-1"
851,2,57,"LA05011GSBS-30","TAMO405/LA99016"
852,2,332,"LA17153SBSS-55-1","NC12-3447 / LA09015SBS-U4"
853,2,176,"NC14-1874","SS76-50 / Rodgers"
854,2,451,"TX18OCS9061","LA09013SBSBU6-AB1/TX11CS009"
855,2,46,"LA03018SBSBSB-65-S1","LA9819IBI-75-2-B/FL9418-A3-B4-B-I"
856,2,395,"FLLA17018-17","FL0720-R6 / LA16048,F1 (HZN 306  / TX14OCS5212)"
857,2,318,"LA16072SBSS-30-1","LA08016SBSBS-44-S1 / MN2013BT1021-1-2"
858,2,385,"FLLA17077-28","LA10001SSBS-20 / NC12-3447"
859,2,261,"FLLA17025-4","HZN 306  / LA10041SSBS-80"
860,2,331,"LA17153SBSS-46-1","NC12-3447 / LA09015SBS-U4"
861,2,33,"Florida 500","Florad (Floriland Irradiated/unknown)/unnamed_6485 (unnamed_6484/unnamed_6483)"
862,2,50,"LA03066SBS-L1","UFRGS 952521/LA966BIB32-1-1-B"
863,2,56,"LA04018SBSB-86","HARRISON/TAMO405"
864,2,116,"LA09045SBS-U3","LA03046SBS7-B-S1/MN06120"
865,2,430,"LA17075SBS-36-2-1","LA10001SSBS-20 / LA10041SSBS-80"
866,2,316,"LA17089SBS-33-2","LA10041SSBS-80 / LA99017"
867,2,138,"NC12-3753","NC02-7989 / SC961246 // Gerard 224"
868,2,207,"TX09CS1112","Horizon 314//TX02U7097(TX92M1505=C5-2 1563CR cpx/Unknown/TX83Ab2923)"
869,2,115,"LA09040SBS-U1","LA02035-I-J1-S1/LA08092,F1(UFRGS 057023-4 / TAMO405)"
870,2,214,"TX14OCS5017","NF27//TX07CS1805"
871,2,104,"LA08085SBSBSB-48","UFRGS 046048-1 F6/FL0206FSB-34-S1-B-S1"
872,2,231,"TX14OCS5116","FL99212-D6//TX02U7443"
873,2,411,"TX20CAS1048","TX14OCS5159/LA07070SBSBSBS-65-S1"
874,2,431,"LA17080SBS-29-1-1","LA10001SSBS-20 / MN2013BT1021-1-2"
875,2,8,"Coker 716","Coker 62-30 (unknown/unknown)/Beltsville Selection 279 (unnamed_9419/Clintland)"
876,2,290,"FLLA16166-79","TX09CS065 / FL0720-R6"
877,2,381,"FLLA17069-56","LA09015SBS-U4 / LA99016"
878,2,23,"FL0943-U4","FL0554-Ab5 (UFRGS 01B7114-1-3 (PC68/*Starter F4//UFRGS 10)/FL0127-H1 (FL0051 F1 (FL92SA292-A1/FL92OHR37,896-Y3-A1)/IL 95-8217 (Blaze/Brawn)))/F1 FL0841 (05RAT-00P08(AC Ronald/OT299)/LA02010SBSBSBSB-S2(9513BTB-80-I2/TX00D176))"
879,2,187,"Simpson","Ballard (Pentagon (Stanton, 1955/Pentagon (Stanton, 1955)/S172 4Cn3/1/3/58/602Cn)"
880,2,315,"LA17089SBS-25-2","LA10041SSBS-80/LA99017"
881,2,161,"NC14-1619","BYDV-135 / Gerard 224"
882,2,455,"TX18OCS9135","FL0703-R5-AB1//FL03254-L1/TX09CS1029"
883,2,37,"Gerard 224","Rodgers/Txab29923//Rodgers"
884,2,396,"FLLA17030-25","HZN 306  / LA16090,F1 (LA08085SBSBS-30 / MN2013BT1021-1-2)"
885,2,266,"FLLA17069-41","LA09015SBS-U4 / LA99016"
886,2,317,"LA14009SBSB-21-1-1","FL0529-N1 / LA13006, F1(FL04176-S06-21-B-S1 / ND081465)"
887,2,16,"FL0720-R6","FL0206FSB-34-S1//FL0016-H1/IL 3555"
888,2,157,"NC14-1574","BYDV121 / NC03-8331"
889,2,227,"TX14OCS5078","TX02U7047//TX02U7682"
890,2,86,"LA07065SBSBSB-32","TAMO 405/UFRGS 028152-1"
891,2,373,"FLLA17025-20","HZN 306  / LA10041SSBS-80"
892,2,202,"TX07CS2140","NC97-8972N=(Bulk Sel)//TAMO 405"
893,2,65,"LA06059SBSBSBSB-4-S1","TAMO 405/LA99016"
894,2,364,"SCLA17152SBS-1-1","NC12-3447 / LA09015SBS-U1"
895,2,316,"LA17089SBS-33-2","LA10041SSBS-80/LA99017"
896,2,78,"LA07046SBSBSBS-2-S1","LA98002---84-2-S1-B-S1  /  LA06072,F1 (UFRGS046048-1/TX02U7605)"
897,2,413,"TX20CAS1061","TX15OCS6138/TX07CS1228"
898,2,34,"FLORIDA 501","Florad/5/Fulgrain Strain 3/Suregrain/4/Victorgrain*2//Bond/ Fulghum/3/Suregrain"
899,2,117,"LA09065SBS-U1","MN06120/LA90105-C4-1-1-1-2-1"
900,2,310,"TX20CAS1077","TX14OCS5208/TX09CS031//TX15OCS6137"
901,2,329,"LA17129SBSS-8-1","MN11211 (SA081654)2 / LA16022,F1 (CANTARA / BW 823)"
902,2,236,"TAMO412","FL9708-P71=(Coker92Ab719/Horizon314)//TAMO405"
903,2,346,"FLLA17030-23","HZN 306  / LA16090,F1 (LA08085SBSBS-30 / MN2013BT1021-1-2)"
904,2,291,"FLLA16180-50","TX1948 / LA06059SBSBSB-46"
905,2,265,"FLLA17067-12","LA09015SBS-U4 / LA16170,F1 (TX14OCS5160 / HZN 306 )"
906,2,124,"LA09092SBS-U2","UFRGS087157-3/LA08011,F1(BW1803 / MN04241)"
907,2,62,"LA06059SBS-84-S1","TAMO 405/HZN LA976"
908,2,263,"FLLA17051-2","LA09015SBS-U1 / LA16067,F1 (LA07059SBSBSB-44 / NC12-3578)"
909,2,408,"TX20CAS1044","TX14OCS5159/LA07070SBSBSBS-65-S1"
910,2,234,"Winter Fulghum","sel. From Fulghum (C.I. 699) (Richland/Richland)/sel. From Fulghum (C.I. 699) (Richland/Richland)"
911,2,242,"FL13088-4","BW 08- 31/LA06046SS-N2-Ab2 (P973A38-3-6 = ROBUST/LA90105-C4-1-1-1-2-1)"
912,2,174,"NC14-1820","SS76-40 / NC02-8057"
913,2,107,"LA08086SBSBS-34","UFRGS 046050-4/FL0016-H4"
914,2,296,"FLLA16102-78","LA10008SSBS-21 / NC09-4274N"
915,2,153,"NC14-1533","NC02-8247 / SS76-40"
916,2,228,"TX14OCS5080","LA99016//TX02U7682"
917,2,407,"TX20CAS1041","TX14OCS5141/LA07070SBSBSBS-65-S1"
918,2,266,"FLLA17069-41","LA09015SBS-U4 / LA99016"
919,2,323,"LA17075SBSS-29-1","LA10001SSBS-20 / LA10041SSBS-80"
920,2,132,"NC09-4274N","LA 9339/SS76-40 // FLLA95131"
921,2,367,"SCLA17119SBS-17-2","LA99017 / LA09015SBS-U1"
922,2,54,"LA04014SBSB-39","LA97006GBS-30-1-C/LA90113-1-B3-AFL2-1-19-3-1"
923,2,223,"TX14OCS5061","TX08CS2235//TX00D110"
924,2,436,"LA17153SBSS-6-1","NC12-3447 / LA09015SBS-U4"
925,2,6,"COKER 227","FL500//Woodgrain/CI7330/3/Moregrain/Milford sel./4/2* Suregrain/PI 287211"
926,2,5,"Cantara","FL03053-S06-15-B-S1 (LA989IBI-51-B-I1-I2/UFRGS01B6189-6-3)"
927,2,45,"LA02065SBSBSBSB-88","LA604/982IBI-64(833/T397)"
928,2,181,"NC14-1985","SS76-40 / NC05-5455"
929,2,162,"NC14-1643","Caballo / NC05-5579N"
930,2,119,"LA09067SBS-U1","MN06120/UFRGS 017147-2"
931,2,414,"TX20CAS1062","TX15OCS6138/TX07CS1228"
932,2,183,"Osage","Fulton (Fulghum/Markton)/Sel.5562 (Vicotria - Argentian/Richland)"
933,2,247,"FL13108-62","LA07065SBSBSB-20 (TAMO 405/UFRGS 028152-1)/BW 533"
934,2,246,"FLLA13043-57","LA07007SBSBSB-18 / LA08040SBSB-49"
935,2,29,"FL11044-1","Horizon 201/UFRGS 087045-3"
936,2,134,"NC11-1798y","NC01-3981 / SS76-40"
937,2,400,"FLLA16179-3","TX14OCS5212 / LA15044,F1,(HZN 306 (LA05006) / LA08048SBSBS-15)"
938,2,171,"NC14-1792","Norline / SS76-40"
939,2,274,"FLLA17111-1","LA99017 / LA09015SBS-U1"
940,2,87,"LA07065SBS-FS2-Ab1","TAMO 405/UFRGS 028152-1"
941,2,205,"TX09CS058","TX92M1505/TX83Ab2923//TX93Ab693=H833Sel"
942,2,422,"LA17008SBSS-9-1","BW 08-5 / LA16160,F1 (SD110304 / TX14OCS5212)"
943,2,47,"LA03040SBSBSB-83","LA9339/HORIZON321"
944,2,194,"TX02U 7047","TAMO386ERB/TAMO386R/92SAT24-4"
945,2,168,"NC14-1767","Gerard 224 / NC03-5579N"
946,2,17,"FL0772-R3","P0216A1-1/FL0023-E10-H1-J5"
947,2,91,"LA08021SBSBS-7-S1","FL01016-H4/LA99016"
948,2,216,"TX14OCS5031","TX02U7490//TX08CAS1796"
949,2,433,"LA17089SBS-25-2-1","LA10041SSBS-80 / LA99017"
950,2,123,"LA09092SBS-U1","UFRGS087157-3/LA08011,F1(BW1803 / MN04241)"
951,2,212,"TX14OCS5012","TX08Cas 1840//NF27"
952,2,103,"LA08085SBSBS-48","UFRGS 046048-1 F6/FL0206FSB-34-S1-B-S1"
953,2,311,"TX20CAS1082","TX14OCS5208/TX07CS1228//LA09066SBS-U3"
954,2,41,"HORIZON 270","FL95MEO29/TX93M2107"
955,2,270,"FLLA17078-54","LA10041SSBS-80 / LA16153,F1 (NC12-3578 / TX14OCS5208)"
956,2,434,"LA17126SBSS-48-1","MN11211 (SA081654)2 / LA10041SSBS-80"
957,2,58,"LA05011GSBSBSB-11","TAMO405/LA99016"
958,2,277,"FLLA17152-47","NC12-3447 / LA16016,F1 (BW 08-5 / MN11140)"
959,2,353,"TX19CAS0041","LA08085BS-T4//LA06071SBSB-S10/TAMO606"
960,2,380,"FLLA17069-49","LA09015SBS-U4 / LA99016"
